Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,prediction,prompt,prompt_name,model_name,error,analysis
324,Tata Safari DICOR 2.2 EX 4x2,2012,325000,120000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7.0,450000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata Safari DICOR 2.2 EX 4x2,
year: 2012,
km_driven: 120000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 13.93 kmpl,
engine: 2179 CC,
max_power: 138.03 bhp,
torque: 320Nm@ 1700-2700rpm,
seats: 7.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
325,Fiat Linea Emotion,2010,150000,100000,Petrol,Individual,Manual,Second Owner,16.0 kmpl,1368 CC,90 bhp,115Nm@ 4500rpm,5.0,150000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Fiat Linea Emotion,
year: 2010,
km_driven: 100000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 16.0 kmpl,
engine: 1368 CC,
max_power: 90 bhp,
torque: 115Nm@ 4500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
326,Maruti Swift Dzire VXi,2009,240000,120000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Swift Dzire VXi,
year: 2009,
km_driven: 120000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 17.5 kmpl,
engine: 1298 CC,
max_power: 85.8 bhp,
torque: 114Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
327,Honda Amaze V Petrol BSIV,2018,600000,20000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0,600000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Honda Amaze V Petrol BSIV,
year: 2018,
km_driven: 20000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 19.5 kmpl,
engine: 1199 CC,
max_power: 88.76 bhp,
torque: 110Nm@ 4800rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
328,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5.0,650000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Skoda Rapid 1.6 MPI AT Elegance,
year: 2016,
km_driven: 11000,
fuel: Petrol,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 14.3 kmpl,
engine: 1598 CC,
max_power: 103.5 bhp,
torque: 153Nm@ 3800rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
329,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0,2500000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Jaguar XE 2016-2019 2.0L Diesel Prestige,
year: 2017,
km_driven: 9000,
fuel: Diesel,
seller_type: Dealer,
transmission: Automatic,
owner: First Owner,
mileage: 13.6 kmpl,
engine: 1999 CC,
max_power: 177 bhp,
torque: 430Nm@ 1750-2500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
330,Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,Petrol,Individual,Manual,Second Owner,15.1 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0,200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Eeco Smiles 5 Seater AC,
year: 2013,
km_driven: 120000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 15.1 kmpl,
engine: 1196 CC,
max_power: 73 bhp,
torque: 101Nm@ 3000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
331,Tata Indica Vista Quadrajet VX,2012,200000,90000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Tata Indica Vista Quadrajet VX,
year: 2012,
km_driven: 90000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 22.3 kmpl,
engine: 1248 CC,
max_power: 74 bhp,
torque: 190Nm@ 1750-3000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
332,Volkswagen Polo Diesel Highline 1.2L,2013,350000,80000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0,350000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Volkswagen Polo Diesel Highline 1.2L,
year: 2013,
km_driven: 80000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 22.07 kmpl,
engine: 1199 CC,
max_power: 73.9 bhp,
torque: 180Nm@ 2000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
333,Maruti Wagon R VXI BS IV,2011,376000,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,250000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Wagon R VXI BS IV,
year: 2011,
km_driven: 60000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 18.9 kmpl,
engine: 998 CC,
max_power: 67.1 bhp,
torque: 90Nm@ 3500rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
334,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,700000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Toyota Innova 2.5 GX (Diesel) 8 Seater,
year: 2013,
km_driven: 160000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 12.99 kmpl,
engine: 2494 CC,
max_power: 100.6 bhp,
torque: 200Nm@ 1200-3600rpm,
seats: 8.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
335,Datsun GO T BSIV,2014,225000,33000,Petrol,Individual,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,200000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Datsun GO T BSIV,
year: 2014,
km_driven: 33000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: First Owner,
mileage: 20.63 kmpl,
engine: 1198 CC,
max_power: 67 bhp,
torque: 104Nm@ 4000rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 90%
336,Maruti SX4 ZXI AT,2011,220000,65000,Petrol,Individual,Automatic,Third Owner,12.6 kmpl,1586 CC,103.3 bhp,145Nm@ 4100rpm,5.0,300000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti SX4 ZXI AT,
year: 2011,
km_driven: 65000,
fuel: Petrol,
seller_type: Individual,
transmission: Automatic,
owner: Third Owner,
mileage: 12.6 kmpl,
engine: 1586 CC,
max_power: 103.3 bhp,
torque: 145Nm@ 4100rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 85%
337,Ford Fiesta 1.5 TDCi Trend,2015,501000,80000,Diesel,Individual,Manual,Second Owner,25.01 kmpl,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm,5.0,450000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Ford Fiesta 1.5 TDCi Trend,
year: 2015,
km_driven: 80000,
fuel: Diesel,
seller_type: Individual,
transmission: Manual,
owner: Second Owner,
mileage: 25.01 kmpl,
engine: 1498 CC,
max_power: 89.75 bhp,
torque: 204Nm@ 2000-2750rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,correct,Confidence: 85%
338,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,550000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Hyundai Grand i10 1.2 CRDi Sportz,
year: 2017,
km_driven: 56290,
fuel: Diesel,
seller_type: Dealer,
transmission: Manual,
owner: First Owner,
mileage: 24.0 kmpl,
engine: 1186 CC,
max_power: 73.97 bhp,
torque: 190.24nm@ 1750-2250rpm,
seats: 5.0

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
339,Maruti Omni E 8 Str STD,2008,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,80000,"System: Based on the provided attributes of a used car listed below, please predict its selling price in Indian Rupees in the Indian market. The predicted price should be expressed solely as a number followed by the currency ""INR"".
Ensure that the output contains no additional text or characters beyond this specified format.
Attributes:
name: Maruti Omni E 8 Str STD,
year: 2008,
km_driven: 70000,
fuel: Petrol,
seller_type: Individual,
transmission: Manual,
owner: Fourth & Above Owner,
mileage: nan,
engine: nan,
max_power: nan,
torque: nan,
seats: nan

Required Output:
""price"": <predicted price> INR

Please provide the prediction strictly adhering to the above instructions.",zero_shot,gpt-3.5-turbo,error,Confidence: 90%
