text,aspect_terms
"Second, the value was great; after ordering a ton of food and several drinks, the bill still came to less than $40 a person (though I suspect that the nice manager might have given us a few freebees!","{'from': [12, 53, 82], 'to': [17, 57, 86], 'polarity': ['positive', 'positive', 'neutral'], 'term': ['value', 'food', 'bill']}"
Great place to get a good fulfilling meal but do not go for ambience or service.,"{'from': [26, 60, 72], 'to': [41, 68, 79], 'polarity': ['positive', 'negative', 'negative'], 'term': ['fulfilling meal', 'ambience', 'service']}"
I would feel different if we were just drinking water and eating cake but we had 20 people drinking multiple overpriced beverages AND one friend had called ahead of time to find out about the cake and no one ever picked up the phone.,"{'from': [48, 120], 'to': [53, 129], 'polarity': ['neutral', 'negative'], 'term': ['water', 'beverages']}"
"All the dishes that we had at our table were consistently good, although not great (nor poor, either).","{'from': [8, 34], 'to': [14, 39], 'polarity': ['positive', 'neutral'], 'term': ['dishes', 'table']}"
Though the celery root soup was super yummy - everything else was an overpriced letdown- the plates come out looking like it's the depression era.,"{'from': [11, 93, 142], 'to': [27, 99, 145], 'polarity': ['positive', 'positive', 'negative'], 'term': ['celery root soup', 'plates', 'era']}"
"We waited an hour for our appetizers, (I suspect the waitress forgot to put in our order because the restaurant was not busy) and then the entrees came at the same time!","{'from': [26, 53, 139], 'to': [36, 61, 146], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['appetizers', 'waitress', 'entrees']}"
"After they were done poking and prodding our food, the waiter took it right from their table and tried to give it to us.","{'from': [45, 55], 'to': [49, 61], 'polarity': ['neutral', 'negative'], 'term': ['food', 'waiter']}"
"On top of it all, I was with family from out of town and the only reason I took them there was because a friend had mentioned the place and Coffee Shop had a little wait.","{'from': [130, 140, 165], 'to': [135, 146, 169], 'polarity': ['neutral', 'neutral', 'positive'], 'term': ['place', 'Coffee', 'wait']}"
"The portion size / price combo makes it expensive if you're really hungry, but we went for a late dinner.","{'from': [4, 98], 'to': [30, 104], 'polarity': ['negative', 'neutral'], 'term': ['portion size / price combo', 'dinner']}"
Still the bill was close to $300(with 1 bottle of lower-priced wine).,"{'from': [10, 63], 'to': [14, 67], 'polarity': ['neutral', 'positive'], 'term': ['bill', 'wine']}"
We have been waiting for months for a 8pm reservation at this very average restaurant.,"{'from': [13, 42], 'to': [20, 53], 'polarity': ['negative', 'neutral'], 'term': ['waiting', 'reservation']}"
bartenders management and at first were a bit disappointed with food.,"{'from': [0, 64], 'to': [21, 68], 'polarity': ['neutral', 'negative'], 'term': ['bartenders management', 'food']}"
"They've got some of the best french toast you'll ever eat for Sunday brunch, and while their dinner menu hasn't changed much in the past few years, their food is reliable and they I always find something new in their chicken or fish specials, which are usually prepared with a red or white wine-based sauce.","{'from': [69, 93, 154, 217, 284], 'to': [75, 104, 158, 224, 306], 'polarity': ['neutral', 'neutral', 'positive', 'positive', 'neutral'], 'term': ['brunch', 'dinner menu', 'food', 'chicken', 'white wine-based sauce']}"
"Plus, everything comes in small to average portions, so the next time you get a sushi craving, I don't recommend that you go here.","{'from': [43, 80], 'to': [51, 85], 'polarity': ['negative', 'neutral'], 'term': ['portions', 'sushi']}"
"He prepares the most authentic dishes, I guess that's why the bar is usually filled with Japanese.","{'from': [31, 62], 'to': [37, 65], 'polarity': ['positive', 'neutral'], 'term': ['dishes', 'bar']}"
"If you hate waiting for a table, then get take-out just around the corner next door.","{'from': [12, 26, 79], 'to': [19, 31, 83], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiting', 'table', 'door']}"
"I've eaten at this Zen Palate location a few times, and each time have had the same reaction- I feel the food's sub-par, but decide to give it another chance and order something else.","{'from': [30, 105], 'to': [38, 109], 'polarity': ['neutral', 'negative'], 'term': ['location', 'food']}"
My next thought was god i could use a few drinks and a bathroom.,"{'from': [42, 55], 'to': [48, 63], 'polarity': ['negative', 'neutral'], 'term': ['drinks', 'bathroom']}"
"I had to try the sweet tea, which was served in a plastic cup at room temperture.","{'from': [17, 38, 58], 'to': [26, 44, 61], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['sweet tea', 'served', 'cup']}"
I had to chase down our waitress for the food and the bill.,"{'from': [24, 41], 'to': [32, 45], 'polarity': ['negative', 'neutral'], 'term': ['waitress', 'food']}"
"the sushi is so-so, the 70s orange-themed atmosphere is 2000ish, and there is no reason for the staff's attitude.","{'from': [42, 96, 104], 'to': [52, 101, 112], 'polarity': ['neutral', 'negative', 'negative'], 'term': ['atmosphere', 'staff', 'attitude']}"
"I found that the food variety was great, and the waitress was very accommodating to my vegan boyfriend describing all items' ingredients and how you may request more of what YOU like, creating a unique experience.","{'from': [17, 49, 125], 'to': [29, 57, 136], 'polarity': ['positive', 'positive', 'neutral'], 'term': ['food variety', 'waitress', 'ingredients']}"
"Be careful with the waiting list- the hostess skipped over our party on the list as we sat waiting for a table, for over an hour.","{'from': [38, 105], 'to': [45, 110], 'polarity': ['negative', 'neutral'], 'term': ['hostess', 'table']}"
we literally waited for over 45 minutes to finally getting our sushi which was pretty simple rolls.,"{'from': [63, 93], 'to': [68, 98], 'polarity': ['positive', 'negative'], 'term': ['sushi', 'rolls']}"
We were rudely told by the waiter that chips are only available at the bar.,"{'from': [27, 39, 71], 'to': [33, 44, 74], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiter', 'chips', 'bar']}"
You cannot beat having the waiter spooning butter over your steak before you are served!!,"{'from': [27, 60], 'to': [49, 65], 'polarity': ['positive', 'neutral'], 'term': ['waiter spooning butter', 'steak']}"
"My roommate says she has had good food here at night, at the bar.","{'from': [34, 61], 'to': [38, 64], 'polarity': ['positive', 'neutral'], 'term': ['food', 'bar']}"
The service was average and the tables are really close together (but who cares when the food is this good).,"{'from': [32, 89], 'to': [38, 93], 'polarity': ['negative', 'positive'], 'term': ['tables', 'food']}"
the setup is cool with pool table and chill area in front and dining on side and back.,"{'from': [44, 62], 'to': [48, 68], 'polarity': ['positive', 'neutral'], 'term': ['area', 'dining']}"
"It's a quiet crowd but if you just want to relax, get a bottle of wine and some great tapas, this is the place.","{'from': [56, 86], 'to': [70, 91], 'polarity': ['neutral', 'positive'], 'term': ['bottle of wine', 'tapas']}"
"I ordered a dirty martini that was not dirty at all-and when I asked the waitress to make it dirtier, instead of reshaking/making it at the bar, she broght me over some olive juice in a cup!?","{'from': [18, 73, 140], 'to': [25, 81, 143], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['martini', 'waitress', 'bar']}"
"Small dishes, a bit pricier than you'd pay in Miami or LA, but the atomsphere is on the sexy side (however pared down) and its cozy.","{'from': [6, 46], 'to': [12, 51], 'polarity': ['negative', 'neutral'], 'term': ['dishes', 'Miami']}"
"I go generally with one friend but on occasion have popped in with more, if a table is not possible, as they are booked solid every night, well, the food and service is just as over-the-top amazing at the bar or in the lounge as it is in the dining room.","{'from': [78, 158, 205], 'to': [83, 165, 208], 'polarity': ['neutral', 'positive', 'neutral'], 'term': ['table', 'service', 'bar']}"
You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.,"{'from': [32, 71], 'to': [42, 77], 'polarity': ['positive', 'neutral'], 'term': ['martini in', 'drinks']}"
"The collard greens were tasty, but in too much liquid that made it seem more like a soup.","{'from': [4, 84], 'to': [18, 88], 'polarity': ['positive', 'neutral'], 'term': ['collard greens', 'soup']}"
"The greens were ok, but probably were too salty for those who don't hail from the south (I do) or don't have access to authentic southern cooking.","{'from': [4, 129], 'to': [10, 145], 'polarity': ['neutral', 'positive'], 'term': ['greens', 'southern cooking']}"
"Mussels in bread pot, homemade ravioli filled with things like swordfish and truffles, orange-ginger shrimp and pizzas from a wood-burning oven in back are all recommended.","{'from': [0, 22, 63, 77, 112], 'to': [20, 45, 72, 85, 118], 'polarity': ['positive', 'positive', 'neutral', 'neutral', 'positive'], 'term': ['Mussels in bread pot', 'homemade ravioli filled', 'swordfish', 'truffles', 'pizzas']}"
The bar area was fairly crowded but service remained friendly and efficient.,"{'from': [4, 36], 'to': [12, 43], 'polarity': ['negative', 'positive'], 'term': ['bar area', 'service']}"
"However, our one and only complaint was when I received my drink I gave my coupon to our waiter, he returned minutes later to tell me that it could not be used in the dining room, only at the lounge or at the bar.","{'from': [59, 89, 167, 209], 'to': [64, 95, 178, 212], 'polarity': ['neutral', 'negative', 'neutral', 'neutral'], 'term': ['drink', 'waiter', 'dining room', 'bar']}"
The atmosphere is classy with salsa music in the background.,"{'from': [4, 30], 'to': [14, 41], 'polarity': ['positive', 'neutral'], 'term': ['atmosphere', 'salsa music']}"
"Tasting menu a mixed bag: lobster soup amuse with grapefruit intriguing, but marred by excess bitterness as prepared.","{'from': [8, 15, 26], 'to': [12, 24, 38], 'polarity': ['positive', 'neutral', 'neutral'], 'term': ['menu', 'mixed bag', 'lobster soup']}"
The atmosphere is nice - it's all dark wood with the bar in the front.,"{'from': [4, 53], 'to': [14, 56], 'polarity': ['positive', 'neutral'], 'term': ['atmosphere', 'bar']}"
"The New Prospect Cafe pretends to be fancy and the prices indicate fancy, but the food is mediocre at best and the service is terrible.","{'from': [51, 82, 115], 'to': [57, 86, 122], 'polarity': ['positive', 'negative', 'negative'], 'term': ['prices', 'food', 'service']}"
Even some of the staff that was working that night was served their dinner before my table got our dinner entrees.,"{'from': [17, 99], 'to': [22, 113], 'polarity': ['negative', 'neutral'], 'term': ['staff', 'dinner entrees']}"
When we sat down - our waiter did not know what to recommend - neither food nor wine.,"{'from': [23, 71, 80], 'to': [29, 75, 84], 'polarity': ['negative', 'neutral', 'neutral'], 'term': ['waiter', 'food', 'wine']}"
"The Food The fun factor is high on the menu of experimental, multi-ethnic shared plates.","{'from': [4, 39], 'to': [8, 43], 'polarity': ['positive', 'neutral'], 'term': ['Food', 'menu']}"
"We had reservations, and so did the strangers, and yet the management claimed the other tables were reserved.","{'from': [7, 59, 88], 'to': [19, 69, 94], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['reservations', 'management', 'tables']}"
And Mondays fajita are half price all night.,"{'from': [12, 28], 'to': [18, 33], 'polarity': ['neutral', 'positive'], 'term': ['fajita', 'price']}"
"After being treated like we were at Nobu by the hostess, our waitress brought us our check before we even asked for it and denied us a 2nd round of drinks because.","{'from': [48, 61, 148], 'to': [55, 69, 154], 'polarity': ['negative', 'negative', 'neutral'], 'term': ['hostess', 'waitress', 'drinks']}"
"There is always a fun and friendly crowd at the bar, mostly locals, if you just want to come by for happy hour.","{'from': [35, 48], 'to': [40, 51], 'polarity': ['positive', 'neutral'], 'term': ['crowd', 'bar']}"
"Unfortunately, the food along with the unhelpful service doesn't make up for the atmosphere.","{'from': [19, 49, 81], 'to': [23, 56, 91], 'polarity': ['neutral', 'negative', 'neutral'], 'term': ['food', 'service', 'atmosphere']}"
"I did not find the wait staff to rude at all, how involved do you really want them in your meal right?","{'from': [19, 91], 'to': [29, 95], 'polarity': ['positive', 'neutral'], 'term': ['wait staff', 'meal']}"
"In April, the service was fair but again, the food was at best only warm.","{'from': [14, 46], 'to': [21, 50], 'polarity': ['positive', 'negative'], 'term': ['service', 'food']}"
"not only were we waiting for half an hour with reservations, once we got seated we waited another 15+ minutes for the waiter to come and take out drink menu.","{'from': [17, 47, 152, 118], 'to': [24, 59, 156, 124], 'polarity': ['neutral', 'neutral', 'neutral', 'negative'], 'term': ['waiting', 'reservations', 'menu', 'waiter']}"
